Index_column,id,cellid,start,end,phase,task,completion,HasNext,HasNextTask,Group_Number,GroupKey,Task_Group_Number,task_group_completion,MainColor,MaxGroupDate,MaxTaskGroupDate,MinGroupDate,MinTaskGroupDate,Media_Color
502,Prod 7Media 12,Prod 7-Media 12-25-2024,2024-06-16 00:00:00,2024-06-22 00:00:00,Prod 7,Media 12,1597,true,true,1,42,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
503,Prod 7Media 12,Prod 7-Media 12-26-2024,2024-06-23 00:00:00,2024-06-29 00:00:00,Prod 7,Media 12,1517,true,true,1,43,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
504,Prod 7Media 12,Prod 7-Media 12-27-2024,2024-06-30 00:00:00,2024-07-06 00:00:00,Prod 7,Media 12,1606,true,true,1,44,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
505,Prod 7Media 12,Prod 7-Media 12-28-2024,2024-07-07 00:00:00,2024-07-13 00:00:00,Prod 7,Media 12,1601,true,true,1,45,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
506,Prod 7Media 12,Prod 7-Media 12-29-2024,2024-07-14 00:00:00,2024-07-20 00:00:00,Prod 7,Media 12,1580,true,true,1,46,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
507,Prod 7Media 12,Prod 7-Media 12-30-2024,2024-07-21 00:00:00,2024-07-27 00:00:00,Prod 7,Media 12,1558,true,true,1,47,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
508,Prod 7Media 12,Prod 7-Media 12-31-2024,2024-07-28 00:00:00,2024-08-03 00:00:00,Prod 7,Media 12,1541,true,true,1,48,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
509,Prod 7Media 12,Prod 7-Media 12-32-2024,2024-08-04 00:00:00,2024-08-10 00:00:00,Prod 7,Media 12,1622,true,true,1,49,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
510,Prod 7Media 12,Prod 7-Media 12-33-2024,2024-08-11 00:00:00,2024-08-17 00:00:00,Prod 7,Media 12,1542,false,false,1,50,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
511,Prod 7Media 14,Prod 7-Media 14-53-2023,2023-12-31 00:00:00,2024-01-06 00:00:00,Prod 7,Media 14,944,true,true,1,18,1,10716,#004f71,2024-08-18 00:00:00,2024-02-11 00:00:00,2023-09-03 00:00:00,2023-12-31 00:00:00,#1D436F
512,Prod 7Media 14,Prod 7-Media 14-2-2024,2024-01-07 00:00:00,2024-01-13 00:00:00,Prod 7,Media 14,3252,true,true,1,19,1,10716,#004f71,2024-08-18 00:00:00,2024-02-11 00:00:00,2023-09-03 00:00:00,2023-12-31 00:00:00,#1D436F
513,Prod 7Media 14,Prod 7-Media 14-3-2024,2024-01-14 00:00:00,2024-01-20 00:00:00,Prod 7,Media 14,2957,true,true,1,20,1,10716,#004f71,2024-08-18 00:00:00,2024-02-11 00:00:00,2023-09-03 00:00:00,2023-12-31 00:00:00,#1D436F
514,Prod 7Media 14,Prod 7-Media 14-4-2024,2024-01-21 00:00:00,2024-01-27 00:00:00,Prod 7,Media 14,1933,true,true,1,21,1,10716,#004f71,2024-08-18 00:00:00,2024-02-11 00:00:00,2023-09-03 00:00:00,2023-12-31 00:00:00,#1D436F
515,Prod 7Media 14,Prod 7-Media 14-5-2024,2024-01-28 00:00:00,2024-02-03 00:00:00,Prod 7,Media 14,1384,true,true,1,22,1,10716,#004f71,2024-08-18 00:00:00,2024-02-11 00:00:00,2023-09-03 00:00:00,2023-12-31 00:00:00,#1D436F
516,Prod 7Media 14,Prod 7-Media 14-6-2024,2024-02-04 00:00:00,2024-02-10 00:00:00,Prod 7,Media 14,246,true,false,1,23,1,10716,#004f71,2024-08-18 00:00:00,2024-02-11 00:00:00,2023-09-03 00:00:00,2023-12-31 00:00:00,#1D436F
517,Prod 7Media 10,Prod 7-Media 10-53-2023,2023-12-31 00:00:00,2024-01-06 00:00:00,Prod 7,Media 10,3237,true,true,1,18,1,59654,#004f71,2024-08-18 00:00:00,2024-02-11 00:00:00,2023-09-03 00:00:00,2023-12-31 00:00:00,#88C7D8
518,Prod 7Media 10,Prod 7-Media 10-2-2024,2024-01-07 00:00:00,2024-01-13 00:00:00,Prod 7,Media 10,12144,true,true,1,19,1,59654,#004f71,2024-08-18 00:00:00,2024-02-11 00:00:00,2023-09-03 00:00:00,2023-12-31 00:00:00,#88C7D8
519,Prod 7Media 10,Prod 7-Media 10-3-2024,2024-01-14 00:00:00,2024-01-20 00:00:00,Prod 7,Media 10,14104,true,true,1,20,1,59654,#004f71,2024-08-18 00:00:00,2024-02-11 00:00:00,2023-09-03 00:00:00,2023-12-31 00:00:00,#88C7D8
520,Prod 7Media 10,Prod 7-Media 10-4-2024,2024-01-21 00:00:00,2024-01-27 00:00:00,Prod 7,Media 10,14292,true,true,1,21,1,59654,#004f71,2024-08-18 00:00:00,2024-02-11 00:00:00,2023-09-03 00:00:00,2023-12-31 00:00:00,#88C7D8
521,Prod 7Media 10,Prod 7-Media 10-5-2024,2024-01-28 00:00:00,2024-02-03 00:00:00,Prod 7,Media 10,14191,true,true,1,22,1,59654,#004f71,2024-08-18 00:00:00,2024-02-11 00:00:00,2023-09-03 00:00:00,2023-12-31 00:00:00,#88C7D8
522,Prod 7Media 10,Prod 7-Media 10-6-2024,2024-02-04 00:00:00,2024-02-10 00:00:00,Prod 7,Media 10,1686,true,false,1,23,1,59654,#004f71,2024-08-18 00:00:00,2024-02-11 00:00:00,2023-09-03 00:00:00,2023-12-31 00:00:00,#88C7D8
523,Prod 16Media 12,Prod 16-Media 12-36-2023,2023-09-03 00:00:00,2023-09-09 00:00:00,Prod 16,Media 12,1043,true,true,1,1,1,5631,#ed8b00,2023-11-12 00:00:00,2023-11-05 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
524,Prod 16Media 12,Prod 16-Media 12-37-2023,2023-09-10 00:00:00,2023-09-16 00:00:00,Prod 16,Media 12,994,true,true,1,2,1,5631,#ed8b00,2023-11-12 00:00:00,2023-11-05 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
525,Prod 16Media 12,Prod 16-Media 12-38-2023,2023-09-17 00:00:00,2023-09-23 00:00:00,Prod 16,Media 12,1020,true,true,1,3,1,5631,#ed8b00,2023-11-12 00:00:00,2023-11-05 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
526,Prod 16Media 12,Prod 16-Media 12-39-2023,2023-09-24 00:00:00,2023-09-30 00:00:00,Prod 16,Media 12,925,true,true,1,4,1,5631,#ed8b00,2023-11-12 00:00:00,2023-11-05 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
527,Prod 16Media 12,Prod 16-Media 12-40-2023,2023-10-01 00:00:00,2023-10-07 00:00:00,Prod 16,Media 12,396,true,true,1,5,1,5631,#ed8b00,2023-11-12 00:00:00,2023-11-05 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
528,Prod 16Media 12,Prod 16-Media 12-41-2023,2023-10-08 00:00:00,2023-10-14 00:00:00,Prod 16,Media 12,386,true,true,1,6,1,5631,#ed8b00,2023-11-12 00:00:00,2023-11-05 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
529,Prod 16Media 12,Prod 16-Media 12-42-2023,2023-10-15 00:00:00,2023-10-21 00:00:00,Prod 16,Media 12,395,true,true,1,7,1,5631,#ed8b00,2023-11-12 00:00:00,2023-11-05 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
530,Prod 16Media 12,Prod 16-Media 12-43-2023,2023-10-22 00:00:00,2023-10-28 00:00:00,Prod 16,Media 12,371,true,true,1,8,1,5631,#ed8b00,2023-11-12 00:00:00,2023-11-05 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
531,Prod 16Media 12,Prod 16-Media 12-44-2023,2023-10-29 00:00:00,2023-11-04 00:00:00,Prod 16,Media 12,101,true,false,1,9,1,5631,#ed8b00,2023-11-12 00:00:00,2023-11-05 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
560,Prod 16Media 16,Prod 16-Media 16-40-2023,2023-10-01 00:00:00,2023-10-07 00:00:00,Prod 16,Media 16,3789,true,true,1,5,1,14632,#ed8b00,2023-11-12 00:00:00,2023-11-05 00:00:00,2023-09-03 00:00:00,2023-10-01 00:00:00,#00738C
561,Prod 16Media 16,Prod 16-Media 16-41-2023,2023-10-08 00:00:00,2023-10-14 00:00:00,Prod 16,Media 16,4631,true,true,1,6,1,14632,#ed8b00,2023-11-12 00:00:00,2023-11-05 00:00:00,2023-09-03 00:00:00,2023-10-01 00:00:00,#00738C
562,Prod 16Media 16,Prod 16-Media 16-42-2023,2023-10-15 00:00:00,2023-10-21 00:00:00,Prod 16,Media 16,3222,true,true,1,7,1,14632,#ed8b00,2023-11-12 00:00:00,2023-11-05 00:00:00,2023-09-03 00:00:00,2023-10-01 00:00:00,#00738C
563,Prod 16Media 16,Prod 16-Media 16-43-2023,2023-10-22 00:00:00,2023-10-28 00:00:00,Prod 16,Media 16,2688,true,true,1,8,1,14632,#ed8b00,2023-11-12 00:00:00,2023-11-05 00:00:00,2023-09-03 00:00:00,2023-10-01 00:00:00,#00738C
564,Prod 16Media 16,Prod 16-Media 16-44-2023,2023-10-29 00:00:00,2023-11-04 00:00:00,Prod 16,Media 16,302,true,false,1,9,1,14632,#ed8b00,2023-11-12 00:00:00,2023-11-05 00:00:00,2023-09-03 00:00:00,2023-10-01 00:00:00,#00738C
565,Prod 16Media 14,Prod 16-Media 14-40-2023,2023-10-01 00:00:00,2023-10-07 00:00:00,Prod 16,Media 14,1389,true,true,1,5,1,5870,#ed8b00,2023-11-12 00:00:00,2023-11-12 00:00:00,2023-09-03 00:00:00,2023-10-01 00:00:00,#1D436F
566,Prod 16Media 14,Prod 16-Media 14-41-2023,2023-10-08 00:00:00,2023-10-14 00:00:00,Prod 16,Media 14,1586,true,true,1,6,1,5870,#ed8b00,2023-11-12 00:00:00,2023-11-12 00:00:00,2023-09-03 00:00:00,2023-10-01 00:00:00,#1D436F
567,Prod 16Media 14,Prod 16-Media 14-42-2023,2023-10-15 00:00:00,2023-10-21 00:00:00,Prod 16,Media 14,1323,true,true,1,7,1,5870,#ed8b00,2023-11-12 00:00:00,2023-11-12 00:00:00,2023-09-03 00:00:00,2023-10-01 00:00:00,#1D436F
568,Prod 16Media 14,Prod 16-Media 14-43-2023,2023-10-22 00:00:00,2023-10-28 00:00:00,Prod 16,Media 14,1341,true,true,1,8,1,5870,#ed8b00,2023-11-12 00:00:00,2023-11-12 00:00:00,2023-09-03 00:00:00,2023-10-01 00:00:00,#1D436F
569,Prod 16Media 14,Prod 16-Media 14-44-2023,2023-10-29 00:00:00,2023-11-04 00:00:00,Prod 16,Media 14,227,true,true,1,9,1,5870,#ed8b00,2023-11-12 00:00:00,2023-11-12 00:00:00,2023-09-03 00:00:00,2023-10-01 00:00:00,#1D436F
570,Prod 16Media 14,Prod 16-Media 14-45-2023,2023-11-05 00:00:00,2023-11-11 00:00:00,Prod 16,Media 14,4,false,false,1,10,1,5870,#ed8b00,2023-11-12 00:00:00,2023-11-12 00:00:00,2023-09-03 00:00:00,2023-10-01 00:00:00,#1D436F
624,Prod 4Media 7,Prod 4-Media 7-47-2023,2023-11-19 00:00:00,2023-11-25 00:00:00,Prod 4,Media 7,197332,true,true,1,12,1,4096638,#4298b5,2024-10-13 00:00:00,2024-02-11 00:00:00,2023-09-03 00:00:00,2023-11-19 00:00:00,#82C17A
625,Prod 4Media 7,Prod 4-Media 7-48-2023,2023-11-26 00:00:00,2023-12-02 00:00:00,Prod 4,Media 7,186665,true,true,1,13,1,4096638,#4298b5,2024-10-13 00:00:00,2024-02-11 00:00:00,2023-09-03 00:00:00,2023-11-19 00:00:00,#82C17A
626,Prod 4Media 7,Prod 4-Media 7-49-2023,2023-12-03 00:00:00,2023-12-09 00:00:00,Prod 4,Media 7,184700,true,true,1,14,1,4096638,#4298b5,2024-10-13 00:00:00,2024-02-11 00:00:00,2023-09-03 00:00:00,2023-11-19 00:00:00,#82C17A
628,Prod 4Media 7,Prod 4-Media 7-51-2023,2023-12-17 00:00:00,2023-12-23 00:00:00,Prod 4,Media 7,147258,true,true,1,16,1,4096638,#4298b5,2024-10-13 00:00:00,2024-02-11 00:00:00,2023-09-03 00:00:00,2023-11-19 00:00:00,#82C17A
629,Prod 4Media 7,Prod 4-Media 7-52-2023,2023-12-24 00:00:00,2023-12-30 00:00:00,Prod 4,Media 7,146481,true,true,1,17,1,4096638,#4298b5,2024-10-13 00:00:00,2024-02-11 00:00:00,2023-09-03 00:00:00,2023-11-19 00:00:00,#82C17A
630,Prod 4Media 7,Prod 4-Media 7-53-2023,2023-12-31 00:00:00,2024-01-06 00:00:00,Prod 4,Media 7,187228,true,true,1,18,1,4096638,#4298b5,2024-10-13 00:00:00,2024-02-11 00:00:00,2023-09-03 00:00:00,2023-11-19 00:00:00,#82C17A
631,Prod 4Media 7,Prod 4-Media 7-2-2024,2024-01-07 00:00:00,2024-01-13 00:00:00,Prod 4,Media 7,211781,true,true,1,19,1,4096638,#4298b5,2024-10-13 00:00:00,2024-02-11 00:00:00,2023-09-03 00:00:00,2023-11-19 00:00:00,#82C17A
632,Prod 4Media 7,Prod 4-Media 7-3-2024,2024-01-14 00:00:00,2024-01-20 00:00:00,Prod 4,Media 7,260934,true,true,1,20,1,4096638,#4298b5,2024-10-13 00:00:00,2024-02-11 00:00:00,2023-09-03 00:00:00,2023-11-19 00:00:00,#82C17A
633,Prod 4Media 7,Prod 4-Media 7-4-2024,2024-01-21 00:00:00,2024-01-27 00:00:00,Prod 4,Media 7,177376,true,true,1,21,1,4096638,#4298b5,2024-10-13 00:00:00,2024-02-11 00:00:00,2023-09-03 00:00:00,2023-11-19 00:00:00,#82C17A
634,Prod 4Media 7,Prod 4-Media 7-5-2024,2024-01-28 00:00:00,2024-02-03 00:00:00,Prod 4,Media 7,77279,true,true,1,22,1,4096638,#4298b5,2024-10-13 00:00:00,2024-02-11 00:00:00,2023-09-03 00:00:00,2023-11-19 00:00:00,#82C17A
635,Prod 4Media 8,Prod 4-Media 8-49-2023,2023-12-03 00:00:00,2023-12-09 00:00:00,Prod 4,Media 8,9873,true,true,1,14,1,227783,#4298b5,2024-10-13 00:00:00,2024-02-04 00:00:00,2023-09-03 00:00:00,2023-12-03 00:00:00,#00964D
636,Prod 4Media 8,Prod 4-Media 8-50-2023,2023-12-10 00:00:00,2023-12-16 00:00:00,Prod 4,Media 8,9873,true,true,1,15,1,227783,#4298b5,2024-10-13 00:00:00,2024-02-04 00:00:00,2023-09-03 00:00:00,2023-12-03 00:00:00,#00964D
637,Prod 4Media 8,Prod 4-Media 8-51-2023,2023-12-17 00:00:00,2023-12-23 00:00:00,Prod 4,Media 8,9873,true,true,1,16,1,227783,#4298b5,2024-10-13 00:00:00,2024-02-04 00:00:00,2023-09-03 00:00:00,2023-12-03 00:00:00,#00964D
638,Prod 4Media 8,Prod 4-Media 8-52-2023,2023-12-24 00:00:00,2023-12-30 00:00:00,Prod 4,Media 8,9873,true,true,1,17,1,227783,#4298b5,2024-10-13 00:00:00,2024-02-04 00:00:00,2023-09-03 00:00:00,2023-12-03 00:00:00,#00964D
639,Prod 4Media 8,Prod 4-Media 8-53-2023,2023-12-31 00:00:00,2024-01-06 00:00:00,Prod 4,Media 8,7921,true,true,1,18,1,227783,#4298b5,2024-10-13 00:00:00,2024-02-04 00:00:00,2023-09-03 00:00:00,2023-12-03 00:00:00,#00964D
640,Prod 4Media 8,Prod 4-Media 8-2-2024,2024-01-07 00:00:00,2024-01-13 00:00:00,Prod 4,Media 8,7921,true,true,1,19,1,227783,#4298b5,2024-10-13 00:00:00,2024-02-04 00:00:00,2023-09-03 00:00:00,2023-12-03 00:00:00,#00964D
641,Prod 4Media 8,Prod 4-Media 8-3-2024,2024-01-14 00:00:00,2024-01-20 00:00:00,Prod 4,Media 8,7921,true,true,1,20,1,227783,#4298b5,2024-10-13 00:00:00,2024-02-04 00:00:00,2023-09-03 00:00:00,2023-12-03 00:00:00,#00964D
642,Prod 4Media 8,Prod 4-Media 8-4-2024,2024-01-21 00:00:00,2024-01-27 00:00:00,Prod 4,Media 8,7921,true,true,1,21,1,227783,#4298b5,2024-10-13 00:00:00,2024-02-04 00:00:00,2023-09-03 00:00:00,2023-12-03 00:00:00,#00964D
643,Prod 4Media 8,Prod 4-Media 8-5-2024,2024-01-28 00:00:00,2024-02-03 00:00:00,Prod 4,Media 8,7921,true,false,1,22,1,227783,#4298b5,2024-10-13 00:00:00,2024-02-04 00:00:00,2023-09-03 00:00:00,2023-12-03 00:00:00,#00964D
644,Prod 7Media 7,Prod 7-Media 7-47-2023,2023-11-19 00:00:00,2023-11-25 00:00:00,Prod 7,Media 7,187780,true,true,1,12,1,552305,#004f71,2024-08-18 00:00:00,2023-12-10 00:00:00,2023-09-03 00:00:00,2023-11-19 00:00:00,#82C17A
645,Prod 7Media 7,Prod 7-Media 7-48-2023,2023-11-26 00:00:00,2023-12-02 00:00:00,Prod 7,Media 7,184866,true,true,1,13,1,552305,#004f71,2024-08-18 00:00:00,2023-12-10 00:00:00,2023-09-03 00:00:00,2023-11-19 00:00:00,#82C17A
646,Prod 7Media 7,Prod 7-Media 7-49-2023,2023-12-03 00:00:00,2023-12-09 00:00:00,Prod 7,Media 7,179659,true,false,1,14,1,552305,#004f71,2024-08-18 00:00:00,2023-12-10 00:00:00,2023-09-03 00:00:00,2023-11-19 00:00:00,#82C17A
648,Prod 7Media 7,Prod 7-Media 7-51-2023,2023-12-17 00:00:00,2023-12-23 00:00:00,Prod 7,Media 7,124952,true,true,1,16,2,1063039,#004f71,2024-08-18 00:00:00,2024-02-04 00:00:00,2023-09-03 00:00:00,2023-12-17 00:00:00,#82C17A
649,Prod 7Media 7,Prod 7-Media 7-52-2023,2023-12-24 00:00:00,2023-12-30 00:00:00,Prod 7,Media 7,116000,true,true,1,17,2,1063039,#004f71,2024-08-18 00:00:00,2024-02-04 00:00:00,2023-09-03 00:00:00,2023-12-17 00:00:00,#82C17A
650,Prod 7Media 7,Prod 7-Media 7-53-2023,2023-12-31 00:00:00,2024-01-06 00:00:00,Prod 7,Media 7,173551,true,true,1,18,2,1063039,#004f71,2024-08-18 00:00:00,2024-02-04 00:00:00,2023-09-03 00:00:00,2023-12-17 00:00:00,#82C17A
651,Prod 7Media 7,Prod 7-Media 7-2-2024,2024-01-07 00:00:00,2024-01-13 00:00:00,Prod 7,Media 7,203532,true,true,1,19,2,1063039,#004f71,2024-08-18 00:00:00,2024-02-04 00:00:00,2023-09-03 00:00:00,2023-12-17 00:00:00,#82C17A
652,Prod 7Media 7,Prod 7-Media 7-3-2024,2024-01-14 00:00:00,2024-01-20 00:00:00,Prod 7,Media 7,204974,true,true,1,20,2,1063039,#004f71,2024-08-18 00:00:00,2024-02-04 00:00:00,2023-09-03 00:00:00,2023-12-17 00:00:00,#82C17A
653,Prod 7Media 7,Prod 7-Media 7-4-2024,2024-01-21 00:00:00,2024-01-27 00:00:00,Prod 7,Media 7,174216,true,true,1,21,2,1063039,#004f71,2024-08-18 00:00:00,2024-02-04 00:00:00,2023-09-03 00:00:00,2023-12-17 00:00:00,#82C17A
654,Prod 7Media 7,Prod 7-Media 7-5-2024,2024-01-28 00:00:00,2024-02-03 00:00:00,Prod 7,Media 7,65814,true,false,1,22,2,1063039,#004f71,2024-08-18 00:00:00,2024-02-04 00:00:00,2023-09-03 00:00:00,2023-12-17 00:00:00,#82C17A
655,Prod 7Media 8,Prod 7-Media 8-50-2023,2023-12-10 00:00:00,2023-12-16 00:00:00,Prod 7,Media 8,9882,true,true,1,15,1,29646,#004f71,2024-08-18 00:00:00,2023-12-31 00:00:00,2023-09-03 00:00:00,2023-12-10 00:00:00,#00964D
656,Prod 7Media 8,Prod 7-Media 8-51-2023,2023-12-17 00:00:00,2023-12-23 00:00:00,Prod 7,Media 8,9882,true,true,1,16,1,29646,#004f71,2024-08-18 00:00:00,2023-12-31 00:00:00,2023-09-03 00:00:00,2023-12-10 00:00:00,#00964D
657,Prod 7Media 8,Prod 7-Media 8-52-2023,2023-12-24 00:00:00,2023-12-30 00:00:00,Prod 7,Media 8,9882,true,false,1,17,1,29646,#004f71,2024-08-18 00:00:00,2023-12-31 00:00:00,2023-09-03 00:00:00,2023-12-10 00:00:00,#00964D
659,Prod 7Media 8,Prod 7-Media 8-2-2024,2024-01-07 00:00:00,2024-01-13 00:00:00,Prod 7,Media 8,9901,true,true,1,19,2,39604,#004f71,2024-08-18 00:00:00,2024-02-04 00:00:00,2023-09-03 00:00:00,2024-01-07 00:00:00,#00964D
660,Prod 7Media 8,Prod 7-Media 8-3-2024,2024-01-14 00:00:00,2024-01-20 00:00:00,Prod 7,Media 8,9901,true,true,1,20,2,39604,#004f71,2024-08-18 00:00:00,2024-02-04 00:00:00,2023-09-03 00:00:00,2024-01-07 00:00:00,#00964D
661,Prod 7Media 8,Prod 7-Media 8-4-2024,2024-01-21 00:00:00,2024-01-27 00:00:00,Prod 7,Media 8,9901,true,true,1,21,2,39604,#004f71,2024-08-18 00:00:00,2024-02-04 00:00:00,2023-09-03 00:00:00,2024-01-07 00:00:00,#00964D
662,Prod 7Media 8,Prod 7-Media 8-5-2024,2024-01-28 00:00:00,2024-02-03 00:00:00,Prod 7,Media 8,9901,true,false,1,22,2,39604,#004f71,2024-08-18 00:00:00,2024-02-04 00:00:00,2023-09-03 00:00:00,2024-01-07 00:00:00,#00964D
663,Prod 16Media 7,Prod 16-Media 7-40-2023,2023-10-01 00:00:00,2023-10-07 00:00:00,Prod 16,Media 7,184409,true,true,1,5,1,662935,#ed8b00,2023-11-12 00:00:00,2023-10-29 00:00:00,2023-09-03 00:00:00,2023-10-01 00:00:00,#82C17A
664,Prod 16Media 7,Prod 16-Media 7-41-2023,2023-10-08 00:00:00,2023-10-14 00:00:00,Prod 16,Media 7,174493,true,true,1,6,1,662935,#ed8b00,2023-11-12 00:00:00,2023-10-29 00:00:00,2023-09-03 00:00:00,2023-10-01 00:00:00,#82C17A
665,Prod 16Media 7,Prod 16-Media 7-42-2023,2023-10-15 00:00:00,2023-10-21 00:00:00,Prod 16,Media 7,174283,true,true,1,7,1,662935,#ed8b00,2023-11-12 00:00:00,2023-10-29 00:00:00,2023-09-03 00:00:00,2023-10-01 00:00:00,#82C17A
666,Prod 16Media 7,Prod 16-Media 7-43-2023,2023-10-22 00:00:00,2023-10-28 00:00:00,Prod 16,Media 7,129750,true,false,1,8,1,662935,#ed8b00,2023-11-12 00:00:00,2023-10-29 00:00:00,2023-09-03 00:00:00,2023-10-01 00:00:00,#82C17A
674,Prod 16Media 8,Prod 16-Media 8-42-2023,2023-10-15 00:00:00,2023-10-21 00:00:00,Prod 16,Media 8,14730,true,true,1,7,1,29460,#ed8b00,2023-11-12 00:00:00,2023-10-29 00:00:00,2023-09-03 00:00:00,2023-10-15 00:00:00,#00964D
675,Prod 16Media 8,Prod 16-Media 8-43-2023,2023-10-22 00:00:00,2023-10-28 00:00:00,Prod 16,Media 8,14730,true,false,1,8,1,29460,#ed8b00,2023-11-12 00:00:00,2023-10-29 00:00:00,2023-09-03 00:00:00,2023-10-15 00:00:00,#00964D
126,Prod 16Media 5,Prod 16-Media 5-19-2024,2024-05-05 00:00:00,2024-05-11 00:00:00,Prod 16,Media 5,51224,true,true,2,36,1,204896,#ed8b00,2024-11-10 00:00:00,2024-06-02 00:00:00,2024-01-28 00:00:00,2024-05-05 00:00:00,#ffad5c
127,Prod 16Media 5,Prod 16-Media 5-20-2024,2024-05-12 00:00:00,2024-05-18 00:00:00,Prod 16,Media 5,51224,true,true,2,37,1,204896,#ed8b00,2024-11-10 00:00:00,2024-06-02 00:00:00,2024-01-28 00:00:00,2024-05-05 00:00:00,#ffad5c
128,Prod 16Media 5,Prod 16-Media 5-21-2024,2024-05-19 00:00:00,2024-05-25 00:00:00,Prod 16,Media 5,51224,true,true,2,38,1,204896,#ed8b00,2024-11-10 00:00:00,2024-06-02 00:00:00,2024-01-28 00:00:00,2024-05-05 00:00:00,#ffad5c
129,Prod 16Media 5,Prod 16-Media 5-22-2024,2024-05-26 00:00:00,2024-06-01 00:00:00,Prod 16,Media 5,51224,true,false,2,39,1,204896,#ed8b00,2024-11-10 00:00:00,2024-06-02 00:00:00,2024-01-28 00:00:00,2024-05-05 00:00:00,#ffad5c
130,Prod 16Media 5,Prod 16-Media 5-26-2024,2024-06-23 00:00:00,2024-06-29 00:00:00,Prod 16,Media 5,46077,true,true,2,43,2,184308,#ed8b00,2024-11-10 00:00:00,2024-07-21 00:00:00,2024-01-28 00:00:00,2024-06-23 00:00:00,#ffad5c
131,Prod 16Media 5,Prod 16-Media 5-27-2024,2024-06-30 00:00:00,2024-07-06 00:00:00,Prod 16,Media 5,46077,true,true,2,44,2,184308,#ed8b00,2024-11-10 00:00:00,2024-07-21 00:00:00,2024-01-28 00:00:00,2024-06-23 00:00:00,#ffad5c
132,Prod 16Media 5,Prod 16-Media 5-28-2024,2024-07-07 00:00:00,2024-07-13 00:00:00,Prod 16,Media 5,46077,true,true,2,45,2,184308,#ed8b00,2024-11-10 00:00:00,2024-07-21 00:00:00,2024-01-28 00:00:00,2024-06-23 00:00:00,#ffad5c
133,Prod 16Media 5,Prod 16-Media 5-29-2024,2024-07-14 00:00:00,2024-07-20 00:00:00,Prod 16,Media 5,46077,true,false,2,46,2,184308,#ed8b00,2024-11-10 00:00:00,2024-07-21 00:00:00,2024-01-28 00:00:00,2024-06-23 00:00:00,#ffad5c
137,Prod 16Media 12,Prod 16-Media 12-18-2024,2024-04-28 00:00:00,2024-05-04 00:00:00,Prod 16,Media 12,1669,true,true,2,35,3,62989,#ed8b00,2024-11-10 00:00:00,2024-11-10 00:00:00,2024-01-28 00:00:00,2024-02-18 00:00:00,#6470CA
138,Prod 16Media 12,Prod 16-Media 12-19-2024,2024-05-05 00:00:00,2024-05-11 00:00:00,Prod 16,Media 12,1309,true,true,2,36,3,62989,#ed8b00,2024-11-10 00:00:00,2024-11-10 00:00:00,2024-01-28 00:00:00,2024-02-18 00:00:00,#6470CA
139,Prod 16Media 12,Prod 16-Media 12-20-2024,2024-05-12 00:00:00,2024-05-18 00:00:00,Prod 16,Media 12,1117,true,true,2,37,3,62989,#ed8b00,2024-11-10 00:00:00,2024-11-10 00:00:00,2024-01-28 00:00:00,2024-02-18 00:00:00,#6470CA
140,Prod 16Media 12,Prod 16-Media 12-21-2024,2024-05-19 00:00:00,2024-05-25 00:00:00,Prod 16,Media 12,1027,true,true,2,38,3,62989,#ed8b00,2024-11-10 00:00:00,2024-11-10 00:00:00,2024-01-28 00:00:00,2024-02-18 00:00:00,#6470CA
